entity_id,name,description,matched_relation
Q6085869,Akasya Asiltürkmen,"Akasya Asıltürkmen (born 14 April 1977) is a Turkish acting coach, film, stage, television and voice actress. She studied Theatre at Mimar Sinan Fine Arts University in Istanbul. Asıltürkmen is of Turkish origin.",country of citizenship
Q370545,buelent boeluekbasi,"Bülent Bölükbaşı (born 17 June 1976) is a Turkish footballer .He is the former captain and midfielder for the Gaziantepspor soccer club in Gaziantep, Turkey. In the summer of 2008, he accepted an offer from the newly promoted team Kocaelispor in the Turkish Süperlig.",country of citizenship
Q3665681,Cevher Ozer,Cevher Özer (born 24 January 1983) is a Turkish professional basketball player for Ormanspor of the Turkish Basketbol Süper Ligi (BSL). He occupies the power forward position.,country of citizenship
Q2479782,erol keskin,Erol Keskin (2 March 1927 – 1 October 2016) was a Turkish football forward who played for Turkey in the 1948 Summer Olympics and 1954 FIFA World Cup. He also played for Fenerbahçe SK and Adalet SK Istanbul.,country of citizenship
Q290206,abdil ceylan,"Abdil Ceylan (born 30 April 1983 in Çifteler, Eskişehir Province, Turkey ) is a Turkish long-distance and marathon runner. He participated at the 2008 Olympics.The 1.77 m (5.8 ft) tall athlete at 62 kg (137 lb) competes for Kocaeli Büyükşehir Belediyesi Kağıt Spor Kulübü, where he is coached by Metin Sazak.He graduated from the School of Physical Education and Sports at Gazi University in Ankara.",country of citizenship
Q1359223,murat akin,Murat Akin (born 22 October 1986) is a Belgian professional footballer of Turkish descent who plays as a midfielder for Sakaryaspor.,country of citizenship
Q289248,nur tatar,"Nur Tatar Askari (born August 16, 1992 in Van, Turkey) is a world and European champion Turkish female taekwondo practitioner competing in the feather, light and welterweight divisions. She is of Kurdish descent.She was a member of the TSE Sports Club in Ankara before she transferred to Ankara İller Bankası. She is coached by Cüneyt Gülçek.Nur Tatar won her first medal at the age of 15. She won twice the European Junior Taekwondo Championships, and reached to gold medals in A-class tournaments in Europe. She won the silver medal at the 2010 European Taekwondo Championships held in Saint Petersburg, Russia.She qualified for the 2012 Summer Olympics where she won the silver medal at 67 kg. At the 2013 Mediterranean Games in Mersin, Turkey she became gold medalist. She qualified again for olympics at 2016 where she won a bronze medal at 67 kg.She got married in 2017 to a former member of Iran national taekwondo team Mehran Askari.",country of citizenship
Q18128888,Turkey at the UEFA European Football Championship,"Turkey participated at four UEFA European Championships so far (as of 2017); the first end stage they qualified for was Euro 1996. Their best European performance to date was reaching the semi-finals in 2008, by winning the quarter-finals against Croatia on penalties.",country
Q5526482,gaskispor,"Gaskispor is a sports club located in Gaziantep, Turkey. The football club plays in the TFF Second League.",country
Q1251405,Semavi Özgür,"Semavi Özgür (born February 15, 1982 in Bulgaria) is a Turkish football player. He currently plays for Hatayspor.",country of citizenship
Q343957,i̇negölspor,"İnegölspor is a sports club located in İnegöl, Bursa Province, Turkey. The football club played in the TFF Second League and relegated to TFF Third League after finishing 7th at First classifying Group in 2007-2008 season. The club also played in the old Second League between 1985–1993 and 1996-1997.",country
Q16954992,narmanspor,"Narmanspor is a Turkish women's ice hockey team in Narman district of Erzurum, Turkey playing in the Turkish Ice Hockey Women's League (TBHBL).The club's colors are white and black on green. Narmanspor's current president is Hüseyin Yavuz. The team, coached by Huriye Yeliz Yüksel, who is also the captain of the team, play their home matches at Erzurum GSIM Ice Arena.In February 2013, the club transferred the 23-year-old Canadian player Brıttany Marıe McCabe to strengthen the squad. The team finished the 2013–14 league season in the second rank. In March 2014, ten players of the team were called up to the Turkey women's national ice hockey team's 30 candidates by the Turkish Ice Hockey Federation.",country
Q30635189,2010-11 turkish women's first football league,The 2010–11 season of the Turkish Women's First Football League is the 15th season of Turkey's premier women's football league. Ataşehir Belediyespor is the champion of the season.,country
Q1351072,Fethiye S.K.,"Fethiyespor is a Turkish sports club based in Fethiye, Muğla.Fethiyespor were promoted to the Turkish Second Division in the 2005/6 season. In the 2011/2 football season Fethiyespor reached the end of season promotion play-off games but lost their final match.Fethiyespor were promoted to TFF League One after play-off games which concluded on 31 May 2013.On 4 December 2013, Fethiyespor recorded perhaps the best result in their history when they knocked Fenerbahçe out of the Turkish Cup at Fenerbahçe's Şükrü Saracoğlu Stadium. Fenerbahçe were at the time were comfortable leaders of the Süper Lig. Onur Okan’s header in the 77th minute, followed by a powerful shot from the same player six minutes later, was enough to shock the hosts with a 1–2 scoreline.",country
Q8077542,group carsi,"Beşiktaş Çarşı Grubu (referred to simply as Çarşı) is the best known supporter group of BJK (Beşiktaş Gymnastics Club, notably including the Beşiktaş football club).At their home ground in Vodafone Arena,  Çarşı locate themselves on the Kapalı  (Covered Stand) and are known for their social and political commentary, choreography, and genuine manner of chanting.There are lots of catch-phrases of the group, “Çarşı, her şeye karşı!” (English: ‘’Çarşı is against everything!”') being probably the most famous one. Çarşı's symbol refers to the symbol of anarchism and has a common fame for the left-leaning character of its supporters who are regarded as anti-racist, anti-fascist, anti-sexist, pluralist and ecologist.In May 2008, Çarşı disbanded itself unexpectedly.  However, in the 2013 Turkish protests, Çarşı was a central mobilizing force for anti-Erdogan protests.",country
Q1371178,ethem pülgir,Ethem Ercan Pülgir (born 2 April 1993) is a Turkish professional footballer who plays as a defender who plays for Kahramanmaraşspor. He made his Süper Lig debut on 4 May 2014.,country of citizenship
Q18128942,turkey women's national under-17 football team,The Turkey women's national under-17 football team (Turkish: Türkiye 17 Yaş Altı Kız Millî Futbol Takımı) is the national under-17 football team of Turkey and is governed by the Turkish Football Federation.,country for sport
Q19613570,Cengiz Ünder,"Cengiz Ünder (born 14 July 1997) is a Turkish professional footballer who plays as a right winger for A.S. Roma in the Italian Serie A, and for the Turkey national football team.",country of citizenship
Q725073,Ercument Sahin,"Ercüment Şahin (born 1 October 1968) is Turkish retired professional football player who played as a striker and current manager of the FC Zürich U17s.Ercüment was one of the top scorers for FC Zürich, and continued his career in Turkey -becoming a cult legend at Bursaspor - before retiring and moving on to management.",country of citizenship
Q630587,Hasan Ucuncu,"Hasan Üçüncü (born November 16, 1980 in Sürmene, Trabzon Province) is a retired Turkish footballer. Standing at 177 cm and weighing 74 kg, he wears the # 15 jersey and plays in the midfield position.  He assisted Gökdeniz Karadeniz's goal against Galatasaray in the second half of the 2005-2006 Turkcell Super League season, helping Gökdeniz come back from a long suspension.",country of citizenship
Q442755,Orhan Şam,Orhan Şam (born 1 June 1986) is a Turkish football player who most recently played for Bodrum Belediyesi Bodrumspor. He generally plays as a right back but can also play as a centre back.,country of citizenship
Q1442067,Ufuk Sarica,"Ufuk Sarıca (born June 13, 1972) is a Turkish former professional basketball player and current head coach of Pınar Karşıyaka and the Turkish national team.",country of citizenship
Q2043180,oguzhan bahadir,"Oğuzhan Bahadır (born December 24, 1979 in Ankara) is a Turkish football goalkeeper who plays for Kırklarelispor.",country of citizenship
Q1419830,Yavuz Eraydin,"Yavuz Eraydın (born 12 April 1976 in Trabzon, is a Turkish football goalkeeper who currently plays for TKİ Tavşanlı Linyitspor in the TFF First League.",country of citizenship
Q343415,İbrahim Üzülmez,"İbrahim Üzülmez (born 10 March 1974), known by his nickname Deli İbrahim or Deli İbo –literally means İbrahim the mad, is a football manager.and a Turkish former football player and current manager.",country of citizenship
Q344139,i̇smail arca,"İsmail Arca (born 5 September 1948) is a Turkish former foorball manager and footballer who played as a defender. He spent his entire professional career with Eskişehirspor, and is known by his nickname Büyük Kaptan (Turkish, ""Great Captain"").",country of citizenship
Q2947435,Murat Onur,"Murat Önür (born February 15, 1981 in Afşin, Turkey) is a Turkish retired football player.",country of citizenship
Q302263,menemen belediyespor,"Menemenspor, formerly Menemen Belediyespor, is a professional Turkish football club located in the Menemen district of İzmir. The club colours are blue and yellow and they play their home matches at Menemen İlçe Stadium.",country
Q7459445,sezer sezgin,"Sezer Sezgin (born 3 March 1986, Bakırköy) is a Turkish professional footballer who currently is a part of Kırklarelispor. His role is defender. He represented Turkey at U-20 level for 9 caps in 2005.",country of citizenship
Q1513366,Orhan Ovacıklı,Orhan Ovacıklı (born 23 November 1988) is a Turkish footballer. He currently plays for Turkish Süper Lig club Çaykur Rizespor.,country of citizenship
Q947940,mahmut ertugrul taskiran,Mahmut Ertuğrul Taşkıran (born 5 November 1989) is a Turkish professional footballer who plays as a goalkeeper for Konyaspor.,country of citizenship
Q5437785,fatih egedik,Fatih Egedik (born 2 May 1982) is a Turkish professional footballer who plays as a defensive midfielder. Egedik was also a youth international. He studied at Ege University.,country of citizenship
Q910450,Iğdırspor,"Iğdırspor is the football team of Iğdır, Turkey. They were founded in 1952 and played in the TFF Second League between 2001 and 2004.",country
Q6071164,selim mahmud imamoglu,Mahmut Selim Imamoglu (born 23 January 1991) is an Austrian footballer.,country of citizenship
